0.1389935017,5876.0000000000,1288.0000000000,3462.0000000000,4659.0000000000
0.2394530773,5873.0000000000,1288.0000000000,3463.0000000000,4659.0000000000
0.3401889801,5875.0000000000,1288.0000000000,3464.0000000000,4652.0000000000
0.4418854713,5874.0000000000,1290.0000000000,3468.0000000000,4663.0000000000
0.5460228920,5877.0000000000,1290.0000000000,3469.0000000000,4663.0000000000
0.6407511234,5879.0000000000,1289.0000000000,3470.0000000000,4664.0000000000
0.7451860905,5883.0000000000,1290.0000000000,3471.0000000000,4664.0000000000
0.8399386406,5880.0000000000,1290.0000000000,3472.0000000000,4665.0000000000
0.9441773891,5881.0000000000,1289.0000000000,3473.0000000000,4665.0000000000
1.0388906002,5884.0000000000,1290.0000000000,3471.0000000000,4667.0000000000
1.1432564259,5884.0000000000,1290.0000000000,3474.0000000000,4669.0000000000
1.2379119396,5883.0000000000,1290.0000000000,3473.0000000000,4669.0000000000
1.3421654701,5885.0000000000,1290.0000000000,3475.0000000000,4669.0000000000
1.4464135170,5885.0000000000,1290.0000000000,3476.0000000000,4669.0000000000
1.5410873890,5885.0000000000,1290.0000000000,3476.0000000000,4669.0000000000
1.6453123093,5885.0000000000,1290.0000000000,3477.0000000000,4671.0000000000
1.7399241924,5885.0000000000,1290.0000000000,3479.0000000000,4670.0000000000
1.8450143337,5886.0000000000,1290.0000000000,3478.0000000000,4671.0000000000
1.9398412704,5887.0000000000,1291.0000000000,3480.0000000000,4670.0000000000
2.0442609787,5885.0000000000,1291.0000000000,3479.0000000000,4670.0000000000
2.1389439106,5886.0000000000,1290.0000000000,3480.0000000000,4670.0000000000
2.2435424328,5886.0000000000,1290.0000000000,3481.0000000000,4670.0000000000
2.3381066322,5888.0000000000,1291.0000000000,3481.0000000000,4673.0000000000
2.4425489902,5887.0000000000,1291.0000000000,3482.0000000000,4672.0000000000
2.5467658043,5888.0000000000,1291.0000000000,3482.0000000000,4671.0000000000
2.6414442062,5887.0000000000,1291.0000000000,3483.0000000000,4673.0000000000
2.7456381321,5887.0000000000,1291.0000000000,3483.0000000000,4673.0000000000
2.8404633999,5887.0000000000,1291.0000000000,3484.0000000000,4673.0000000000
2.9446067810,5887.0000000000,1292.0000000000,3484.0000000000,4674.0000000000
3.0396997929,5888.0000000000,1291.0000000000,3481.0000000000,4675.0000000000
3.1440262794,5887.0000000000,1292.0000000000,3485.0000000000,4674.0000000000
3.2403969765,5888.0000000000,1291.0000000000,3485.0000000000,4674.0000000000
3.3450746536,5887.0000000000,1292.0000000000,3486.0000000000,4672.0000000000
3.4399681091,5883.0000000000,1291.0000000000,3485.0000000000,4674.0000000000
3.5442714691,5888.0000000000,1292.0000000000,3487.0000000000,4673.0000000000
3.6390621662,5883.0000000000,1292.0000000000,3487.0000000000,4674.0000000000
3.7432563305,5883.0000000000,1292.0000000000,3486.0000000000,4673.0000000000
3.8382031918,5885.0000000000,1292.0000000000,3486.0000000000,4671.0000000000
3.9426805973,5879.0000000000,1288.0000000000,3485.0000000000,4655.0000000000
4.0379095078,5878.0000000000,1290.0000000000,3476.0000000000,4668.0000000000
4.1422255039,5876.0000000000,1290.0000000000,3482.0000000000,4666.0000000000
4.2465412617,5873.0000000000,1290.0000000000,3481.0000000000,4666.0000000000
4.3415646553,5876.0000000000,1289.0000000000,3481.0000000000,4662.0000000000
4.4457714558,5873.0000000000,1289.0000000000,3481.0000000000,4662.0000000000
4.5404231548,5871.0000000000,1289.0000000000,3480.0000000000,4664.0000000000
4.6446869373,5871.0000000000,1289.0000000000,3480.0000000000,4662.0000000000
4.7394111156,5867.0000000000,1290.0000000000,3477.0000000000,4662.0000000000
4.8439705372,5869.0000000000,1290.0000000000,3480.0000000000,4657.0000000000
4.9388041496,5866.0000000000,1290.0000000000,3477.0000000000,4661.0000000000
5.0433633327,5865.0000000000,1289.0000000000,3476.0000000000,4661.0000000000
5.1381728649,5867.0000000000,1289.0000000000,3478.0000000000,4660.0000000000
5.2438955307,5874.0000000000,1290.0000000000,3480.0000000000,4662.0000000000
5.3385524750,5870.0000000000,1291.0000000000,3482.0000000000,4662.0000000000
5.4429912567,5870.0000000000,1290.0000000000,3482.0000000000,4664.0000000000
5.5377001762,5870.0000000000,1291.0000000000,3482.0000000000,4662.0000000000
5.6419589520,5869.0000000000,1291.0000000000,3483.0000000000,4661.0000000000
5.7461581230,5869.0000000000,1291.0000000000,3484.0000000000,4664.0000000000
5.8409290314,5870.0000000000,1291.0000000000,3484.0000000000,4663.0000000000
5.9453234673,5871.0000000000,1290.0000000000,3484.0000000000,4661.0000000000
6.0398883820,5870.0000000000,1290.0000000000,3484.0000000000,4664.0000000000
6.1441798210,5870.0000000000,1291.0000000000,3485.0000000000,4662.0000000000
6.2387583256,5869.0000000000,1290.0000000000,3483.0000000000,4663.0000000000
6.3432660103,5868.0000000000,1291.0000000000,3485.0000000000,4659.0000000000
6.4381480217,5868.0000000000,1291.0000000000,3485.0000000000,4663.0000000000
6.5424337387,5868.0000000000,1290.0000000000,3485.0000000000,4664.0000000000
6.6466708183,5868.0000000000,1291.0000000000,3487.0000000000,4664.0000000000
6.7414057255,5868.0000000000,1291.0000000000,3485.0000000000,4662.0000000000
6.8455548286,5869.0000000000,1291.0000000000,3486.0000000000,4662.0000000000
6.9420070648,5866.0000000000,1291.0000000000,3487.0000000000,4662.0000000000
7.0460715294,5866.0000000000,1291.0000000000,3486.0000000000,4662.0000000000
7.1407647133,5864.0000000000,1290.0000000000,3486.0000000000,4661.0000000000
7.2451741695,5866.0000000000,1290.0000000000,3486.0000000000,4662.0000000000
7.3398509026,5862.0000000000,1290.0000000000,3486.0000000000,4661.0000000000
7.4440631866,5861.0000000000,1291.0000000000,3486.0000000000,4661.0000000000
7.5387246609,5863.0000000000,1291.0000000000,3486.0000000000,4662.0000000000
7.6429667473,5861.0000000000,1290.0000000000,3487.0000000000,4660.0000000000
7.7471842766,5862.0000000000,1290.0000000000,3487.0000000000,4661.0000000000
7.8423514366,5863.0000000000,1290.0000000000,3487.0000000000,4655.0000000000
7.9466011524,5860.0000000000,1291.0000000000,3486.0000000000,4660.0000000000
8.0412750244,5862.0000000000,1290.0000000000,3487.0000000000,4660.0000000000
8.1454763412,5861.0000000000,1290.0000000000,3487.0000000000,4659.0000000000
8.2401375771,5860.0000000000,1289.0000000000,3487.0000000000,4659.0000000000
8.3443796635,5859.0000000000,1289.0000000000,3487.0000000000,4658.0000000000
8.4390294552,5859.0000000000,1290.0000000000,3485.0000000000,4658.0000000000
8.5431113243,5858.0000000000,1290.0000000000,3487.0000000000,4657.0000000000
8.6471607685,5859.0000000000,1290.0000000000,3488.0000000000,4658.0000000000
8.7418684959,5858.0000000000,1290.0000000000,3486.0000000000,4657.0000000000
8.8461503983,5857.0000000000,1290.0000000000,3487.0000000000,4657.0000000000
8.9409453869,5857.0000000000,1290.0000000000,3486.0000000000,4658.0000000000
9.0450589657,5856.0000000000,1289.0000000000,3486.0000000000,4657.0000000000
9.1396338940,5857.0000000000,1289.0000000000,3487.0000000000,4655.0000000000
9.2440705299,5856.0000000000,1289.0000000000,3486.0000000000,4657.0000000000
9.3387351036,5854.0000000000,1289.0000000000,3487.0000000000,4655.0000000000
9.4435782433,5855.0000000000,1289.0000000000,3488.0000000000,4653.0000000000
9.5382382870,5853.0000000000,1289.0000000000,3486.0000000000,4653.0000000000
9.6423721313,5853.0000000000,1289.0000000000,3487.0000000000,4654.0000000000
9.7466280460,5853.0000000000,1289.0000000000,3488.0000000000,4652.0000000000
9.8412547112,5854.0000000000,1289.0000000000,3486.0000000000,4654.0000000000
9.9454660416,5851.0000000000,1289.0000000000,3487.0000000000,4652.0000000000
